custody_agency,date_of_release,sex,age,race_ethnicity,zip
,,,,,
PDP,2/24/2015 0:00,Male,25,Black,19134
,,,,,
PDP,8/25/2015 0:00,Male,28,Black,19140
,,,,,
PDP,6/29/2015 0:00,Male,26,Black,19100
,,,,,
PDP,1/1/2015 0:00,Male,28,Black,
,,,,,
State,11/28/2015 0:00,Male,30,Black,19126
,,,,,
PDP,8/29/2015 0:00,Male,25,Black,19111
,,,,,
PDP,6/15/2015 0:00,Male,26,White,19124
,,,,,
PDP,3/4/2015 0:00,Female,26,White,19111
,,,,,
PDP,3/20/2015 0:00,Male,30,Black,19144
,,,,,
PDP,12/3/2015 0:00,Male,28,Black,19124
,,,,,
PDP,3/9/2015 0:00,Male,37,Black,19152
,,,,,
PDP,6/24/2015 0:00,Female,27,Hispanic,19148
,,,,,
PDP,5/11/2015 0:00,Male,27,Black,19122
,,,,,
State,8/17/2015 0:00,Male,26,Black,19123
,,,,,
PDP,1/30/2015 0:00,Male,25,Black,19121
,,,,,
PDP,7/17/2015 0:00,Female,25,Black,19120
,,,,,
PDP,10/19/2015 0:00,Male,34,Black,19140
,,,,,
PDP,8/22/2015 0:00,Male,26,Black,19144
,,,,,
PDP,5/18/2015 0:00,Male,36,Black,19100
,,,,,
PDP,3/27/2015 0:00,Male,26,Black,19143
,,,,,
PDP,11/13/2015 0:00,Male,34,Black,19140
,,,,,
PDP,12/30/2015 0:00,Male,29,Black,19140
,,,,,
PDP,10/21/2015 0:00,Male,31,Black,19146
,,,,,
PDP,6/16/2015 0:00,Male,35,Hispanic,19124
,,,,,
PDP,9/28/2015 0:00,Female,28,Black,19142
,,,,,
PDP,8/19/2015 0:00,Male,25,Hispanic,19134
,,,,,
PDP,4/17/2015 0:00,Male,43,Black,
,,,,,
PDP,8/14/2015 0:00,Male,28,Black,19145
,,,,,
PDP,3/30/2015 0:00,Male,27,Black,
,,,,,
State,4/30/2015 0:00,Male,25,Hispanic,19140
,,,,,
State,4/20/2015 0:00,Male,26,Black,19145
,,,,,
PDP,1/9/2015 0:00,Male,26,Black,19101
,,,,,
PDP,6/26/2015 0:00,Male,27,Black,19142
,,,,,
PDP,4/8/2015 0:00,Male,28,Hispanic,
,,,,,
PDP,8/28/2015 0:00,Female,29,Black,19143
,,,,,
PDP,2/19/2015 0:00,Female,29,White,19111
,,,,,
PDP,7/11/2015 0:00,Male,26,Black,19139
,,,,,
PDP,11/30/2015 0:00,Male,29,Black,19127
,,,,,
PDP,3/24/2015 0:00,Female,27,Black,19104
,,,,,
State,7/9/2015 0:00,Male,25,White,19116
,,,,,
PDP,4/29/2015 0:00,Male,29,Black,
,,,,,
PDP,8/27/2015 0:00,Male,29,White,
,,,,,
PDP,12/24/2015 0:00,Female,40,Black,19140
,,,,,
State,11/18/2015 0:00,Male,31,Black,19149
,,,,,
PDP,1/22/2015 0:00,Male,23,Black,19143
,,,,,
State,7/20/2015 0:00,Male,28,Black,19140
,,,,,
PDP,12/15/2015 0:00,Male,28,White,19152
,,,,,
State,12/17/2015 0:00,Male,28,Black,19140
,,,,,
State,9/24/2015 0:00,Male,32,Black,19132
,,,,,
State,12/7/2015 0:00,Male,27,Black,19140
,,,,,
State,10/26/2015 0:00,Male,30,Black,19134
,,,,,
State,5/4/2015 0:00,Male,25,Black,19143
,,,,,
PDP,9/4/2015 0:00,Male,27,Hispanic,
,,,,,
State,1/12/2015 0:00,Male,28,Black,19134
,,,,,
PDP,9/15/2015 0:00,Male,29,White,19146
,,,,,
PDP,1/20/2015 0:00,Female,36,White,
,,,,,
PDP,2/3/2015 0:00,Male,32,Black,19140
,,,,,
State,6/15/2015 0:00,Male,28,Black,19129
,,,,,
PDP,6/2/2015 0:00,Male,28,Black,19138
,,,,,
PDP,9/29/2015 0:00,Female,30,Hispanic,19134
,,,,,
PDP,12/14/2015 0:00,Male,26,Hispanic,19135
,,,,,
PDP,10/6/2015 0:00,Male,26,Black,19124
,,,,,
PDP,10/23/2015 0:00,Male,31,Black,19132
,,,,,
PDP,1/17/2015 0:00,Male,31,Hispanic,19125
,,,,,
PDP,10/5/2015 0:00,Male,30,Black,19139
,,,,,
PDP,2/25/2015 0:00,Male,25,Hispanic,19124
,,,,,
PDP,3/12/2015 0:00,Male,31,Hispanic,19134
,,,,,
State,6/7/2015 0:00,Male,25,Black,19124
,,,,,
State,12/22/2015 0:00,Male,26,Black,19143
,,,,,
State,8/17/2015 0:00,Female,35,White,19129
,,,,,
PDP,11/18/2015 0:00,Male,26,Black,
,,,,,
State,7/13/2015 0:00,Male,50,White,19129
,,,,,
PDP,6/24/2015 0:00,Male,25,Black,19138
,,,,,
PDP,12/10/2015 0:00,Male,28,Hispanic,19134
,,,,,
PDP,12/2/2015 0:00,Male,26,Black,19138
,,,,,
PDP,2/19/2015 0:00,Male,24,Black,19134
,,,,,
PDP,11/15/2015 0:00,Male,33,Black,19134
,,,,,
State,8/5/2015 0:00,Male,29,Black,19133
,,,,,
PDP,3/18/2015 0:00,Female,30,Hispanic,19134
,,,,,
PDP,2/5/2015 0:00,Female,25,White,19134
,,,,,
PDP,12/19/2015 0:00,Male,27,Black,19146
,,,,,
PDP,10/31/2015 0:00,Female,27,White,19135
,,,,,
PDP,5/4/2015 0:00,Male,27,Black,19126
,,,,,
PDP,3/27/2015 0:00,Male,24,Black,19143
,,,,,
PDP,12/22/2015 0:00,Female,29,Black,19140
,,,,,
State,10/26/2015 0:00,Male,37,White,19124
,,,,,
PDP,10/10/2015 0:00,Male,30,Black,19141
,,,,,
State,5/11/2015 0:00,Male,27,Black,19134
,,,,,
PDP,7/23/2015 0:00,Male,25,Black,19132
,,,,,
PDP,2/12/2015 0:00,Male,25,Black,19122
,,,,,
PDP,1/6/2015 0:00,Male,25,Black,19132
,,,,,
PDP,10/21/2015 0:00,Male,48,Hispanic,19133
,,,,,
State,10/9/2015 0:00,Male,63,White,19111
,,,,,
PDP,9/30/2015 0:00,Male,25,Black,
,,,,,
PDP,9/11/2015 0:00,Male,54,Black,19143
,,,,,
PDP,6/9/2015 0:00,Male,30,Black,19146
,,,,,
State,8/24/2015 0:00,Male,26,Black,19120
,,,,,
PDP,6/23/2015 0:00,Male,28,Hispanic,
,,,,,
State,3/29/2015 0:00,Male,25,Black,19143
,,,,,
PDP,11/12/2015 0:00,Female,24,Black,19130
,,,,,
State,10/1/2015 0:00,Male,35,White,19116
,,,,,
PDP,10/28/2015 0:00,Male,26,Black,19132
,,,,,
PDP,8/31/2015 0:00,Male,55,Black,
,,,,,
State,10/30/2015 0:00,Male,29,Black,19143
,,,,,
PDP,8/17/2015 0:00,Male,30,Hispanic,
,,,,,
PDP,9/23/2015 0:00,Male,25,Black,
,,,,,
PDP,7/2/2015 0:00,Male,26,Black,19116
,,,,,
State,2/1/2015 0:00,Male,33,Black,19139
,,,,,
PDP,6/23/2015 0:00,Male,23,Black,19123
,,,,,
PDP,5/14/2015 0:00,Male,27,Black,19138
,,,,,
PDP,10/7/2015 0:00,Male,27,White,19148
,,,,,
PDP,12/24/2015 0:00,Male,27,Black,19141
,,,,,
PDP,6/11/2015 0:00,Male,22,Black,
,,,,,
State,11/16/2015 0:00,Male,24,Hispanic,19140
,,,,,
State,4/8/2015 0:00,Female,32,White,19134
,,,,,
PDP,12/15/2015 0:00,Male,29,Black,
,,,,,
State,12/28/2015 0:00,Male,23,Black,19139
,,,,,
PDP,4/25/2015 0:00,Male,24,Hispanic,19134
,,,,,
PDP,11/18/2015 0:00,Male,26,Black,19124
,,,,,
PDP,2/7/2015 0:00,Male,24,Black,19143
,,,,,
PDP,3/11/2015 0:00,Female,28,White,19122
,,,,,
PDP,2/9/2015 0:00,Male,27,Black,19100
,,,,,
State,11/23/2015 0:00,Male,27,Black,19134
,,,,,
PDP,10/2/2015 0:00,Male,28,Black,19149
,,,,,
PDP,12/17/2015 0:00,Male,26,Black,19138
,,,,,
PDP,4/16/2015 0:00,Male,28,Black,
,,,,,
PDP,3/10/2015 0:00,Male,27,Black,
,,,,,
PDP,6/19/2015 0:00,Male,37,Hispanic,
,,,,,
PDP,11/25/2015 0:00,Male,29,White,19134
,,,,,
PDP,1/15/2015 0:00,Male,24,Black,19142
,,,,,
PDP,8/28/2015 0:00,Male,28,White,19148
,,,,,
PDP,8/10/2015 0:00,Male,24,Black,19111
,,,,,
PDP,2/9/2015 0:00,Male,26,Black,19121
,,,,,
PDP,4/14/2015 0:00,Male,26,Black,19133
,,,,,
PDP,3/4/2015 0:00,Male,35,Black,19140
,,,,,
PDP,3/11/2015 0:00,Male,34,Black,19143
,,,,,
PDP,8/17/2015 0:00,Male,28,White,
,,,,,
PDP,12/23/2015 0:00,Female,25,Black,19131
,,,,,
PDP,4/17/2015 0:00,Male,35,White,19134
,,,,,
PDP,4/15/2015 0:00,Male,26,Black,19133
,,,,,
PDP,4/9/2015 0:00,Male,27,Black,19139
,,,,,
State,2/17/2015 0:00,Male,36,White,19129
,,,,,
PDP,9/30/2015 0:00,Male,25,Hispanic,19136
,,,,,
PDP,3/18/2015 0:00,Female,32,White,19134
,,,,,
State,11/23/2015 0:00,Male,30,Black,19134
,,,,,
PDP,4/7/2015 0:00,Male,33,Black,19134
,,,,,
PDP,6/11/2015 0:00,Male,49,Black,19153
,,,,,
PDP,12/1/2015 0:00,Male,33,Black,19139
,,,,,
PDP,8/3/2015 0:00,Male,26,Black,19132
,,,,,
PDP,6/12/2015 0:00,Female,44,White,19141
,,,,,
PDP,6/24/2015 0:00,Male,63,White,19129
,,,,,
PDP,12/9/2015 0:00,,29,Other,19104
,,,,,
State,11/23/2015 0:00,Male,30,Black,19135
,,,,,
PDP,10/9/2015 0:00,Female,26,Hispanic,19134
,,,,,
State,10/13/2015 0:00,Female,33,White,19146
,,,,,
PDP,7/18/2015 0:00,Male,31,Black,19131
,,,,,
PDP,8/17/2015 0:00,Female,40,White,19140
,,,,,
State,8/17/2015 0:00,Male,26,White,19134
,,,,,
PDP,9/15/2015 0:00,Female,28,Black,19133
,,,,,
PDP,2/2/2015 0:00,Male,24,Black,
,,,,,
PDP,6/2/2015 0:00,Female,31,Black,19142
,,,,,
PDP,8/26/2015 0:00,Male,25,Black,19121
,,,,,
PDP,1/30/2015 0:00,Male,28,Black,
,,,,,
State,9/30/2015 0:00,Male,24,Black,19124
,,,,,
PDP,7/2/2015 0:00,Male,36,Black,19143
,,,,,
PDP,3/3/2015 0:00,Male,25,Black,19140
,,,,,
State,8/30/2015 0:00,Male,32,Black,19111
,,,,,
PDP,6/19/2015 0:00,Male,25,Hispanic,19133
,,,,,
PDP,8/5/2015 0:00,Male,33,Black,19140
,,,,,
PDP,9/1/2015 0:00,Male,35,Black,19142
,,,,,
PDP,11/19/2015 0:00,Male,36,Black,19144
,,,,,
PDP,6/7/2015 0:00,Male,26,Black,19140
,,,,,
PDP,1/7/2015 0:00,Female,29,White,19149
,,,,,
PDP,10/22/2015 0:00,Female,26,Black,19121
,,,,,
State,5/18/2015 0:00,Male,25,Black,19123
,,,,,
State,3/26/2015 0:00,Male,32,Black,19122
,,,,,
PDP,8/3/2015 0:00,Male,37,White,19148
,,,,,
State,3/15/2015 0:00,Male,26,Black,19139
,,,,,
PDP,12/11/2015 0:00,Male,28,Black,
,,,,,
PDP,5/22/2015 0:00,Male,27,Hispanic,19120
,,,,,
PDP,7/1/2015 0:00,Male,27,Black,19146
,,,,,
PDP,5/12/2015 0:00,Female,26,Black,19121
,,,,,
PDP,1/14/2015 0:00,Male,30,Black,19143
,,,,,
PDP,8/17/2015 0:00,Male,23,Black,19100
,,,,,
PDP,3/8/2015 0:00,Male,27,Black,19139
,,,,,
State,10/19/2015 0:00,Male,26,Hispanic,19124
,,,,,
PDP,8/4/2015 0:00,Male,29,Hispanic,19122
,,,,,
PDP,4/20/2015 0:00,Female,29,Black,19134
,,,,,
PDP,4/27/2015 0:00,Female,29,Black,19124
,,,,,
PDP,7/10/2015 0:00,Male,28,Black,19141
,,,,,
State,11/19/2015 0:00,Male,28,Black,19133
,,,,,
PDP,7/29/2015 0:00,Female,27,Black,19140
,,,,,
PDP,5/9/2015 0:00,Male,28,Hispanic,19120
,,,,,
State,9/14/2015 0:00,Male,28,Black,19133
,,,,,
PDP,3/28/2015 0:00,Female,30,Black,19141
,,,,,
PDP,2/7/2015 0:00,Female,35,White,19111
,,,,,
PDP,2/24/2015 0:00,Male,25,Black,19132
,,,,,
PDP,4/6/2015 0:00,Female,37,White,19145
,,,,,
State,2/23/2015 0:00,Male,31,Black,19133
,,,,,
PDP,11/6/2015 0:00,Female,28,Black,
,,,,,
PDP,9/21/2015 0:00,Female,34,Black,19134
,,,,,
PDP,5/11/2015 0:00,Female,37,Black,19142
,,,,,
PDP,10/16/2015 0:00,Male,34,White,19149
,,,,,
PDP,11/10/2015 0:00,Female,38,Black,
,,,,,
PDP,12/19/2015 0:00,Male,31,Black,
,,,,,
PDP,1/8/2015 0:00,Female,40,Black,
,,,,,
PDP,11/9/2015 0:00,Female,30,Black,
,,,,,
PDP,4/1/2015 0:00,Male,29,Black,
,,,,,
State,2/23/2015 0:00,Male,49,White,19116
,,,,,
PDP,2/27/2015 0:00,Male,27,Black,19144
,,,,,
PDP,7/10/2015 0:00,Male,35,Black,19149
,,,,,
PDP,5/13/2015 0:00,Male,27,Black,19141
,,,,,
PDP,12/17/2015 0:00,Male,28,Hispanic,19141
,,,,,
PDP,8/31/2015 0:00,Male,24,Black,
,,,,,
PDP,2/11/2015 0:00,Male,27,Black,19142
,,,,,
PDP,12/18/2015 0:00,Male,26,Hispanic,19134
,,,,,
PDP,4/30/2015 0:00,Female,24,Black,19138
,,,,,
PDP,4/20/2015 0:00,Male,25,Black,19145
,,,,,
State,2/15/2015 0:00,Male,30,Black,19131
,,,,,
PDP,1/21/2015 0:00,Male,26,Hispanic,19120
,,,,,
PDP,2/2/2015 0:00,Female,33,White,19128
,,,,,
PDP,10/23/2015 0:00,Male,29,Hispanic,19152
,,,,,
State,6/29/2015 0:00,Male,27,Black,19124
,,,,,
PDP,8/19/2015 0:00,Male,27,Hispanic,19134
,,,,,
PDP,7/16/2015 0:00,Male,58,Black,19132
,,,,,
PDP,12/9/2015 0:00,Male,23,Black,
,,,,,
State,10/15/2015 0:00,Female,34,White,19132
,,,,,
PDP,2/2/2015 0:00,Female,31,Black,19121
,,,,,
PDP,6/8/2015 0:00,Male,22,Black,19121
,,,,,
State,2/18/2015 0:00,Male,31,Hispanic,19124
,,,,,
PDP,6/2/2015 0:00,Female,29,White,19124
,,,,,
PDP,2/19/2015 0:00,Male,28,White,19125
,,,,,
PDP,7/2/2015 0:00,Male,27,Black,19133
,,,,,
PDP,3/18/2015 0:00,Male,27,Black,
,,,,,
State,8/16/2015 0:00,Male,41,Black,19135
,,,,,
PDP,1/31/2015 0:00,Male,25,Black,19131
,,,,,
State,2/9/2015 0:00,Male,32,Black,19134
,,,,,
PDP,5/28/2015 0:00,Male,40,Hispanic,19120
,,,,,
PDP,5/16/2015 0:00,Male,25,Black,19132
,,,,,
State,1/14/2015 0:00,Male,26,White,19129
,,,,,
State,4/28/2015 0:00,Male,22,Black,19134
,,,,,
PDP,10/21/2015 0:00,Male,29,Black,19143
,,,,,
State,10/15/2015 0:00,Female,41,White,19132
,,,,,
PDP,9/1/2015 0:00,Male,27,White,19125
,,,,,
State,2/2/2015 0:00,Male,32,Black,19141
,,,,,
PDP,6/8/2015 0:00,Female,31,Hispanic,19140
,,,,,
PDP,5/26/2015 0:00,Male,28,White,19147
,,,,,
State,2/9/2015 0:00,Male,28,White,19133
,,,,,
PDP,1/18/2015 0:00,Male,22,Black,19140
,,,,,
PDP,12/7/2015 0:00,Male,28,Hispanic,19122
,,,,,
PDP,12/31/2015 0:00,Female,35,Black,19143
,,,,,
PDP,5/11/2015 0:00,Female,25,Black,19131
,,,,,
State,5/21/2015 0:00,Male,25,Black,19124
,,,,,
PDP,1/28/2015 0:00,Male,31,Black,
,,,,,
PDP,2/4/2015 0:00,Male,25,Black,19143
,,,,,
PDP,9/2/2015 0:00,Male,44,Black,19139
,,,,,
State,6/4/2015 0:00,Female,31,Black,19124
,,,,,
State,10/18/2015 0:00,Male,29,Hispanic,19149
,,,,,
PDP,10/22/2015 0:00,Male,24,Black,19143
,,,,,
PDP,4/28/2015 0:00,Male,25,Black,19143
,,,,,
PDP,7/7/2015 0:00,Female,45,Black,19144
,,,,,
PDP,11/16/2015 0:00,Male,32,Black,19142
,,,,,
State,12/27/2015 0:00,Male,31,Black,19143
,,,,,
PDP,4/5/2015 0:00,Male,36,White,19111
,,,,,
PDP,10/25/2015 0:00,Male,37,Hispanic,19122
,,,,,
State,6/1/2015 0:00,Male,27,Black,19146
,,,,,
PDP,11/17/2015 0:00,Male,30,Black,19141
,,,,,
PDP,6/8/2015 0:00,Male,27,Hispanic,19133
,,,,,
PDP,7/30/2015 0:00,Female,34,White,19132
,,,,,
State,5/1/2015 0:00,Male,54,Black,19143
,,,,,
State,1/19/2015 0:00,Male,26,Black,19123
,,,,,
PDP,3/28/2015 0:00,Female,33,Black,19124
,,,,,
PDP,2/26/2015 0:00,Male,30,Black,19146
,,,,,
PDP,4/11/2015 0:00,Male,30,Hispanic,19133
,,,,,
PDP,4/28/2015 0:00,Female,30,Black,19143
,,,,,
State,4/6/2015 0:00,Male,26,Black,19116
,,,,,
PDP,8/6/2015 0:00,Male,28,White,19149
,,,,,
PDP,4/5/2015 0:00,Male,28,Hispanic,
,,,,,
PDP,6/10/2015 0:00,Male,27,Black,19144
,,,,,
PDP,4/16/2015 0:00,Male,30,Black,19139
,,,,,
PDP,7/2/2015 0:00,Male,31,Black,
,,,,,
PDP,7/24/2015 0:00,Female,48,Black,19131
,,,,,
PDP,6/12/2015 0:00,Male,27,Black,
,,,,,
PDP,8/20/2015 0:00,Female,27,Black,19100
,,,,,
State,10/12/2015 0:00,Male,25,Black,19134
,,,,,
State,12/24/2015 0:00,Male,32,Hispanic,19124
,,,,,
PDP,5/30/2015 0:00,Male,27,Black,
,,,,,
PDP,2/10/2015 0:00,Female,30,Black,
,,,,,
State,6/18/2015 0:00,Male,28,Black,19141
,,,,,
PDP,4/27/2015 0:00,Male,25,Black,19144
,,,,,
PDP,12/22/2015 0:00,Male,32,Black,19133
,,,,,
PDP,8/7/2015 0:00,Male,31,Black,19145
,,,,,
State,10/29/2015 0:00,Male,26,Black,19143
,,,,,
PDP,6/15/2015 0:00,Male,27,Black,19115
,,,,,
PDP,5/21/2015 0:00,Female,64,Black,19139
,,,,,
PDP,7/3/2015 0:00,Male,45,Hispanic,19120
,,,,,
State,3/9/2015 0:00,Male,29,Black,19139
,,,,,
PDP,7/1/2015 0:00,Male,27,Black,
,,,,,
State,1/12/2015 0:00,Male,26,Black,19121
,,,,,
State,4/23/2015 0:00,Male,31,Hispanic,19134
,,,,,
State,8/10/2015 0:00,Male,31,Black,19123
,,,,,
PDP,4/2/2015 0:00,Male,27,Black,19143
,,,,,
PDP,4/19/2015 0:00,Male,36,Other,19120
,,,,,
PDP,8/26/2015 0:00,Male,28,Other,19132
,,,,,
PDP,6/2/2015 0:00,Male,29,Hispanic,19141
,,,,,
PDP,2/4/2015 0:00,Male,25,Hispanic,
,,,,,
PDP,3/23/2015 0:00,Male,26,White,19145
,,,,,
PDP,3/19/2015 0:00,Male,26,Black,19121
,,,,,
PDP,12/31/2015 0:00,Male,28,Hispanic,19134
,,,,,
PDP,9/4/2015 0:00,Female,32,White,19120
,,,,,
PDP,11/9/2015 0:00,Male,27,Black,19140
,,,,,
PDP,5/8/2015 0:00,Male,27,Black,19131
,,,,,
PDP,8/1/2015 0:00,Male,26,Black,19140
,,,,,
PDP,7/2/2015 0:00,Female,27,Hispanic,19122
,,,,,
PDP,9/1/2015 0:00,Male,31,Hispanic,
,,,,,
State,6/22/2015 0:00,Male,41,Black,19129
,,,,,
PDP,1/7/2015 0:00,Male,22,Black,19146
,,,,,
PDP,7/2/2015 0:00,Male,29,Hispanic,19134
,,,,,
PDP,8/26/2015 0:00,Male,28,Black,19124
,,,,,
PDP,1/8/2015 0:00,Male,25,Black,19143
,,,,,
PDP,3/24/2015 0:00,Male,24,Black,19140
,,,,,
PDP,1/23/2015 0:00,Female,33,White,19124
,,,,,
PDP,8/5/2015 0:00,Male,56,Black,19133
,,,,,
PDP,7/30/2015 0:00,Male,27,Black,19143
,,,,,
PDP,9/14/2015 0:00,Male,29,Hispanic,19134
,,,,,
PDP,9/22/2015 0:00,Male,30,Hispanic,19133
,,,,,
State,8/27/2015 0:00,Male,42,Hispanic,19121
,,,,,
PDP,5/27/2015 0:00,Male,25,Black,19131
,,,,,
PDP,5/8/2015 0:00,Male,30,Black,
,,,,,
PDP,8/26/2015 0:00,Male,30,Black,19138
,,,,,
PDP,3/9/2015 0:00,Male,29,Black,19124
,,,,,
PDP,3/23/2015 0:00,Male,36,Black,19142
,,,,,
PDP,8/10/2015 0:00,Male,27,Black,
,,,,,
PDP,10/2/2015 0:00,Female,47,Black,19142
,,,,,
PDP,9/8/2015 0:00,Male,34,Black,
,,,,,
PDP,3/26/2015 0:00,Male,23,Black,19138
,,,,,
State,7/20/2015 0:00,Male,35,Hispanic,19124
,,,,,
PDP,4/13/2015 0:00,Male,27,White,17015
,,,,,
PDP,1/13/2015 0:00,Male,25,Black,19122
,,,,,
State,9/23/2015 0:00,Male,27,Black,19149
,,,,,
PDP,1/21/2015 0:00,Female,28,White,19136
,,,,,
State,10/5/2015 0:00,Male,28,Black,19144
,,,,,
State,6/4/2015 0:00,Female,28,Black,19102
,,,,,
PDP,3/20/2015 0:00,Female,27,Hispanic,19133
,,,,,
State,10/5/2015 0:00,Male,27,Black,19134
,,,,,
PDP,9/21/2015 0:00,Male,37,Hispanic,19140
,,,,,
State,1/13/2015 0:00,Male,30,Black,19139
,,,,,
PDP,8/12/2015 0:00,Male,55,Hispanic,
,,,,,
PDP,2/9/2015 0:00,Male,27,Black,19124
,,,,,
PDP,12/24/2015 0:00,Male,34,Black,19124
,,,,,
PDP,7/13/2015 0:00,Female,50,Black,19139
,,,,,
PDP,11/18/2015 0:00,Male,31,White,
,,,,,
PDP,5/1/2015 0:00,Male,32,Black,
,,,,,
PDP,12/17/2015 0:00,Male,28,Black,19121
,,,,,
PDP,9/14/2015 0:00,Male,27,Black,19143
,,,,,
State,1/18/2015 0:00,Female,24,Black,19143
,,,,,
State,4/13/2015 0:00,Male,25,Black,19148
,,,,,
PDP,6/25/2015 0:00,Male,30,White,19137
,,,,,
PDP,11/4/2015 0:00,Male,26,Hispanic,19133
,,,,,
PDP,2/3/2015 0:00,Male,28,Black,19100
,,,,,
PDP,2/2/2015 0:00,Male,38,Black,19143
,,,,,
PDP,5/29/2015 0:00,Male,31,Black,19126
,,,,,
PDP,11/20/2015 0:00,Female,24,Hispanic,19140
,,,,,
PDP,2/13/2015 0:00,Male,27,Black,19120
,,,,,
PDP,2/4/2015 0:00,Male,26,White,19116
,,,,,
PDP,4/13/2015 0:00,Male,30,Black,19134
,,,,,
PDP,12/18/2015 0:00,Male,57,Black,
,,,,,
PDP,5/27/2015 0:00,Male,27,Black,
,,,,,
PDP,2/17/2015 0:00,Male,27,Black,
,,,,,
PDP,9/3/2015 0:00,Male,25,Black,
,,,,,
PDP,12/11/2015 0:00,Male,23,Other,
,,,,,
PDP,10/3/2015 0:00,Male,28,Black,19151
,,,,,
PDP,10/22/2015 0:00,Male,39,Hispanic,
,,,,,
PDP,6/22/2015 0:00,Female,33,White,19123
,,,,,
PDP,8/24/2015 0:00,Male,30,Black,19151
,,,,,
PDP,11/20/2015 0:00,Male,38,Black,19139
,,,,,
PDP,8/26/2015 0:00,Male,28,Black,19121
,,,,,
PDP,6/2/2015 0:00,Male,28,Black,19142
,,,,,
PDP,4/20/2015 0:00,Male,35,Hispanic,19134
,,,,,
PDP,1/17/2015 0:00,Male,22,Black,19142
,,,,,
State,6/1/2015 0:00,Male,30,Hispanic,19134
,,,,,
PDP,10/5/2015 0:00,Male,26,Black,19132
,,,,,
PDP,7/2/2015 0:00,Male,25,Black,19142
,,,,,
PDP,8/18/2015 0:00,Male,34,White,19144
,,,,,
PDP,12/15/2015 0:00,Male,29,Black,19150
,,,,,
PDP,7/10/2015 0:00,Male,28,Black,19146
,,,,,
PDP,5/20/2015 0:00,Male,31,White,19146
,,,,,
State,3/16/2015 0:00,Male,24,Black,19134
,,,,,
PDP,8/30/2015 0:00,Male,26,Hispanic,19152
,,,,,
PDP,7/15/2015 0:00,Male,23,Black,19124
,,,,,
PDP,8/20/2015 0:00,Male,35,Black,
,,,,,
State,6/7/2015 0:00,Male,32,Hispanic,19120
,,,,,
PDP,10/9/2015 0:00,Male,27,Black,19121
,,,,,
State,8/5/2015 0:00,Female,26,Black,19129
,,,,,
State,12/2/2015 0:00,Male,28,Black,19151
,,,,,
PDP,9/2/2015 0:00,Male,25,Black,19121
,,,,,
PDP,6/30/2015 0:00,Male,27,Hispanic,19140
,,,,,
State,8/2/2015 0:00,Male,28,Other,19148
,,,,,
State,3/3/2015 0:00,Male,38,White,19135
,,,,,
PDP,12/23/2015 0:00,Male,28,Black,19132
,,,,,
State,11/14/2015 0:00,Male,32,Hispanic,19134
,,,,,
PDP,10/26/2015 0:00,Female,28,Black,
,,,,,
State,2/1/2015 0:00,Male,25,Black,19140
,,,,,
PDP,1/22/2015 0:00,Male,24,Black,19140
,,,,,
PDP,5/13/2015 0:00,Male,28,Hispanic,19134
,,,,,
PDP,7/1/2015 0:00,Male,28,Hispanic,
,,,,,
PDP,7/29/2015 0:00,Male,25,Hispanic,19140
,,,,,
PDP,3/24/2015 0:00,Female,31,White,19134
,,,,,
PDP,9/29/2015 0:00,Male,32,Hispanic,19140
,,,,,
State,12/3/2015 0:00,Male,25,White,19154
,,,,,
PDP,7/20/2015 0:00,Male,31,White,19116
,,,,,
PDP,7/21/2015 0:00,Female,30,White,
,,,,,
PDP,8/24/2015 0:00,Male,29,Hispanic,19124
,,,,,
PDP,11/19/2015 0:00,Female,31,Black,19126
,,,,,
PDP,2/15/2015 0:00,Male,29,Black,19119
,,,,,
PDP,5/4/2015 0:00,Female,34,Black,
,,,,,
PDP,3/13/2015 0:00,Male,27,Black,19144
,,,,,
PDP,7/8/2015 0:00,Male,25,Hispanic,19134
,,,,,
State,11/16/2015 0:00,Female,25,Hispanic,19134
,,,,,
PDP,12/3/2015 0:00,Male,27,Black,19138
,,,,,
PDP,4/8/2015 0:00,Male,28,White,19124
,,,,,
PDP,3/25/2015 0:00,Male,30,Black,19126
,,,,,
PDP,5/15/2015 0:00,Male,38,Hispanic,
,,,,,
PDP,3/10/2015 0:00,Male,26,White,19122
,,,,,
PDP,8/17/2015 0:00,Female,34,White,
,,,,,
PDP,5/6/2015 0:00,Male,29,Black,19134
,,,,,
PDP,3/18/2015 0:00,Male,58,Black,19141
,,,,,
PDP,3/24/2015 0:00,Male,30,Hispanic,19140
,,,,,
PDP,6/26/2015 0:00,Male,27,Black,19100
,,,,,
PDP,7/20/2015 0:00,Male,31,Black,19143
,,,,,
PDP,8/4/2015 0:00,Male,30,Black,19140
,,,,,
State,10/25/2015 0:00,Male,29,Black,19146
,,,,,
PDP,4/1/2015 0:00,Male,32,Black,19119
,,,,,
PDP,9/22/2015 0:00,Male,27,Black,19147
,,,,,
PDP,1/19/2015 0:00,Female,29,Hispanic,19134
,,,,,
PDP,11/23/2015 0:00,Female,35,White,19137
,,,,,
PDP,9/23/2015 0:00,Male,27,Black,19131
,,,,,
State,9/14/2015 0:00,Male,29,White,19124
,,,,,
State,12/31/2015 0:00,Male,32,Black,19128
,,,,,
PDP,6/1/2015 0:00,Female,34,Black,
,,,,,
PDP,10/21/2015 0:00,Male,27,Black,19143
,,,,,
