custody_agency,date_of_release,sex,age,race_ethnicity,zip
PDP,2/18/2015 0:00,Male,65,Black,
,,,,,
PDP,6/9/2015 0:00,Male,58,Black,
,,,,,
State,9/15/2015 0:00,Male,60,Black,19151
,,,,,
PDP,10/1/2015 0:00,Male,63,Black,
,,,,,
PDP,6/9/2015 0:00,Male,58,Black,
,,,,,
PDP,2/27/2015 0:00,Male,58,Black,
,,,,,
PDP,9/1/2015 0:00,Male,58,Black,19146
,,,,,
PDP,6/9/2015 0:00,Male,59,Black,19140
,,,,,
State,6/14/2015 0:00,Male,57,Black,19131
,,,,,
State,11/9/2015 0:00,Male,58,Black,19129
,,,,,
PDP,9/2/2015 0:00,Male,58,White,19146
,,,,,
PDP,3/5/2015 0:00,Male,58,Black,19104
,,,,,
State,6/23/2015 0:00,Male,58,Black,19144
,,,,,
State,2/3/2015 0:00,Male,56,Black,19146
,,,,,
PDP,8/21/2015 0:00,Female,59,White,19142
,,,,,
PDP,7/1/2015 0:00,Male,56,Black,19121
,,,,,
State,2/2/2015 0:00,Male,57,Black,19146
,,,,,
State,5/11/2015 0:00,Male,58,Black,19121
,,,,,
PDP,6/12/2015 0:00,Male,58,White,19142
,,,,,
State,6/1/2015 0:00,Male,59,White,19116
,,,,,
State,10/6/2015 0:00,Male,58,Black,19141
,,,,,
State,5/11/2015 0:00,Male,58,Black,19134
,,,,,
PDP,12/4/2015 0:00,Male,58,Black,19152
,,,,,
State,8/26/2015 0:00,Male,59,Black,19140
,,,,,
PDP,3/27/2015 0:00,Male,59,Black,19149
,,,,,
PDP,11/29/2015 0:00,Male,58,Black,19140
,,,,,
PDP,4/16/2015 0:00,Male,65,Hispanic,19134
,,,,,
PDP,7/21/2015 0:00,Male,58,Black,19129
,,,,,
PDP,6/29/2015 0:00,Male,58,Black,19132
,,,,,
PDP,4/13/2015 0:00,Male,57,Black,19140
,,,,,
PDP,5/26/2015 0:00,Male,58,Black,19139
,,,,,
PDP,7/24/2015 0:00,Male,59,Black,19133
,,,,,
PDP,7/16/2015 0:00,Male,58,Black,19140
,,,,,
PDP,12/16/2015 0:00,Male,60,Black,19120
,,,,,
PDP,11/23/2015 0:00,Male,64,Hispanic,19134
,,,,,
PDP,5/5/2015 0:00,Male,59,White,19135
,,,,,
PDP,3/27/2015 0:00,Male,58,Black,19119
,,,,,
PDP,9/10/2015 0:00,Male,56,White,19100
,,,,,
State,6/15/2015 0:00,Male,67,Black,19134
,,,,,
State,4/26/2015 0:00,Male,57,Black,19140
,,,,,
PDP,11/25/2015 0:00,Male,62,Black,19131
,,,,,
State,8/2/2015 0:00,Male,60,Black,19140
,,,,,
PDP,3/27/2015 0:00,Male,57,Black,
,,,,,
PDP,6/11/2015 0:00,Male,56,Black,19145
,,,,,
PDP,3/16/2015 0:00,Male,62,White,19124
,,,,,
PDP,3/10/2015 0:00,Male,56,Black,19138
,,,,,
State,1/12/2015 0:00,Male,57,Black,19123
,,,,,
PDP,10/28/2015 0:00,Male,62,Black,
,,,,,
PDP,4/16/2015 0:00,Male,58,Black,19139
,,,,,
PDP,2/2/2015 0:00,Male,61,Black,19135
,,,,,
PDP,8/5/2015 0:00,Male,58,Black,19146
,,,,,
PDP,7/28/2015 0:00,Male,58,Black,19143
,,,,,
PDP,10/28/2015 0:00,Male,58,Black,19132
,,,,,
PDP,11/6/2015 0:00,Female,58,White,19125
,,,,,
State,9/9/2015 0:00,Male,57,Black,19104
,,,,,
PDP,11/28/2015 0:00,Male,57,Black,19149
,,,,,
PDP,3/4/2015 0:00,Male,57,Black,19131
,,,,,
PDP,9/11/2015 0:00,Male,62,Black,19100
,,,,,
PDP,5/28/2015 0:00,Male,60,Black,19138
,,,,,
PDP,5/3/2015 0:00,Male,56,Black,19139
,,,,,
PDP,7/3/2015 0:00,Male,57,Black,19148
,,,,,
PDP,9/21/2015 0:00,Male,61,Hispanic,19140
,,,,,
State,12/20/2015 0:00,Male,53,Black,19145
,,,,,
PDP,11/21/2015 0:00,Male,64,Black,19144
,,,,,
PDP,11/5/2015 0:00,Male,59,Black,19133
,,,,,
State,7/27/2015 0:00,Male,57,Black,19129
,,,,,
PDP,7/1/2015 0:00,Male,59,Black,19130
,,,,,
PDP,11/2/2015 0:00,Male,58,Black,19143
,,,,,
PDP,1/15/2015 0:00,Male,56,White,
,,,,,
PDP,2/9/2015 0:00,Male,62,Black,19141
,,,,,
PDP,2/5/2015 0:00,Male,58,Black,
,,,,,
PDP,3/20/2015 0:00,Male,58,Black,19145
,,,,,
State,8/18/2015 0:00,Male,57,Black,19141
,,,,,
PDP,1/4/2015 0:00,Male,58,Black,19111
,,,,,
PDP,3/27/2015 0:00,Male,57,Black,19150
,,,,,
PDP,4/17/2015 0:00,Male,60,Black,19146
,,,,,
State,9/8/2015 0:00,Male,56,Black,19133
,,,,,
PDP,6/23/2015 0:00,Male,57,Hispanic,19148
,,,,,
PDP,6/23/2015 0:00,Male,58,Black,19100
,,,,,
PDP,8/17/2015 0:00,Male,57,Black,19147
,,,,,
PDP,3/13/2015 0:00,Male,55,Black,19132
,,,,,
PDP,2/7/2015 0:00,Male,55,Black,
,,,,,
PDP,5/1/2015 0:00,Male,57,Black,19140
,,,,,
PDP,8/14/2015 0:00,Female,58,Black,
,,,,,
PDP,4/22/2015 0:00,Male,57,Black,
,,,,,
PDP,7/1/2015 0:00,Male,57,Black,
,,,,,
State,7/27/2015 0:00,Male,61,Black,19142
,,,,,
PDP,1/16/2015 0:00,Male,58,Black,19124
,,,,,
PDP,7/11/2015 0:00,Male,60,Black,19104
,,,,,
PDP,3/30/2015 0:00,Male,60,Black,19121
,,,,,
PDP,10/6/2015 0:00,Male,57,Black,19143
,,,,,
PDP,6/3/2015 0:00,Male,58,Black,19144
,,,,,
PDP,6/3/2015 0:00,Male,56,Black,
,,,,,
PDP,4/6/2015 0:00,Male,57,Black,19119
,,,,,
PDP,7/6/2015 0:00,Male,56,Black,19145
,,,,,
State,7/27/2015 0:00,Male,55,Black,19129
,,,,,
State,7/12/2015 0:00,Male,57,Black,19142
,,,,,
PDP,5/7/2015 0:00,Male,57,Black,19133
,,,,,
PDP,4/12/2015 0:00,Male,56,Black,
,,,,,
PDP,1/7/2015 0:00,Female,60,Black,19121
,,,,,
State,6/18/2015 0:00,Male,58,White,19154
,,,,,
PDP,2/17/2015 0:00,Male,55,Black,
,,,,,
PDP,4/1/2015 0:00,Male,57,White,19134
,,,,,
PDP,1/20/2015 0:00,Male,56,Black,19132
,,,,,
PDP,5/5/2015 0:00,Female,55,Black,19148
,,,,,
State,2/19/2015 0:00,Female,57,White,19134
,,,,,
PDP,6/3/2015 0:00,Male,56,Black,
,,,,,
PDP,4/4/2015 0:00,Male,56,Black,
,,,,,
PDP,6/6/2015 0:00,Male,59,Black,19133
,,,,,
PDP,2/17/2015 0:00,Female,57,Black,
,,,,,
State,6/8/2015 0:00,Male,57,Black,19121
,,,,,
State,3/25/2015 0:00,Male,54,Black,19121
,,,,,
PDP,8/23/2015 0:00,Male,59,Hispanic,19133
,,,,,
PDP,2/8/2015 0:00,Male,61,Black,19145
,,,,,
PDP,6/10/2015 0:00,Male,56,Black,19140
,,,,,
PDP,4/9/2015 0:00,Male,57,White,19124
,,,,,
PDP,2/4/2015 0:00,Female,56,Black,19140
,,,,,
PDP,11/17/2015 0:00,Female,55,Black,19121
,,,,,
PDP,6/10/2015 0:00,Male,58,Black,19121
,,,,,
PDP,6/11/2015 0:00,Male,56,Black,19120
,,,,,
PDP,6/15/2015 0:00,Male,56,Black,19141
,,,,,
State,10/26/2015 0:00,Male,57,Black,19130
,,,,,
PDP,2/7/2015 0:00,Male,56,Black,19104
,,,,,
PDP,1/5/2015 0:00,Male,57,Black,19107
,,,,,
PDP,4/28/2015 0:00,Male,53,Black,19136
,,,,,
PDP,9/4/2015 0:00,Male,57,Black,
,,,,,
State,6/15/2015 0:00,Male,54,Black,19139
,,,,,
PDP,1/12/2015 0:00,Male,56,Black,
,,,,,
PDP,3/7/2015 0:00,Male,57,Black,19132
,,,,,
PDP,2/3/2015 0:00,Male,58,Black,19140
,,,,,
PDP,4/8/2015 0:00,Male,57,Black,
,,,,,
PDP,1/10/2015 0:00,Male,56,Black,
,,,,,
PDP,2/24/2015 0:00,Male,56,Black,19139
,,,,,
State,11/20/2015 0:00,Male,54,Black,19149
,,,,,
PDP,7/22/2015 0:00,Male,58,Hispanic,
,,,,,
State,12/23/2015 0:00,Male,61,Black,19136
,,,,,
PDP,3/17/2015 0:00,Male,56,Black,19131
,,,,,
PDP,4/2/2015 0:00,Male,59,Black,
,,,,,
State,2/5/2015 0:00,Male,55,Black,19140
,,,,,
State,1/1/2015 0:00,Male,55,Black,19145
,,,,,
PDP,5/12/2015 0:00,Male,57,Black,19144
,,,,,
PDP,3/20/2015 0:00,Male,56,Black,
,,,,,
State,9/14/2015 0:00,Male,56,Black,19134
,,,,,
PDP,3/30/2015 0:00,Male,56,Black,19146
,,,,,
PDP,8/1/2015 0:00,Male,60,Black,19139
,,,,,
PDP,7/10/2015 0:00,Male,56,White,
,,,,,
PDP,2/12/2015 0:00,Male,57,Black,
,,,,,
State,1/26/2015 0:00,Male,56,Hispanic,19124
,,,,,
PDP,1/28/2015 0:00,Male,61,Black,19104
,,,,,
State,7/9/2015 0:00,Male,57,Black,19133
,,,,,
PDP,10/9/2015 0:00,Male,67,Hispanic,
,,,,,
PDP,6/16/2015 0:00,Male,60,Black,
,,,,,
State,11/6/2015 0:00,Male,56,Black,19138
,,,,,
State,11/30/2015 0:00,Male,55,Black,19143
,,,,,
PDP,10/25/2015 0:00,Male,57,Black,19141
,,,,,
State,11/19/2015 0:00,Male,57,Black,19145
,,,,,
PDP,6/2/2015 0:00,Male,56,Black,19120
,,,,,
PDP,2/18/2015 0:00,Female,59,Black,19121
,,,,,
PDP,6/3/2015 0:00,Male,57,Black,19132
,,,,,
PDP,3/18/2015 0:00,Female,54,Black,19140
,,,,,
PDP,2/20/2015 0:00,Male,58,Black,
,,,,,
PDP,9/30/2015 0:00,Male,54,Hispanic,
,,,,,
PDP,7/30/2015 0:00,Male,56,Black,
,,,,,
PDP,12/2/2015 0:00,Male,54,Black,19151
,,,,,
PDP,3/21/2015 0:00,Male,60,White,19124
,,,,,
PDP,6/12/2015 0:00,Male,54,Black,19121
,,,,,
PDP,9/8/2015 0:00,Male,56,Black,19139
,,,,,
PDP,7/17/2015 0:00,Male,56,Black,19144
,,,,,
PDP,3/19/2015 0:00,Male,58,White,19144
,,,,,
PDP,5/1/2015 0:00,Male,56,Black,19124
,,,,,
State,9/11/2015 0:00,Male,57,Black,19140
,,,,,
State,11/9/2015 0:00,Male,56,White,19142
,,,,,
PDP,11/12/2015 0:00,Male,57,Black,19119
,,,,,
PDP,12/22/2015 0:00,Male,56,Black,
,,,,,
State,4/16/2015 0:00,Male,56,Black,19123
,,,,,
PDP,5/1/2015 0:00,Female,56,Black,19154
,,,,,
PDP,3/12/2015 0:00,Female,54,Black,19139
,,,,,
PDP,6/8/2015 0:00,Male,53,Black,19120
,,,,,
PDP,7/18/2015 0:00,Male,63,Black,19143
,,,,,
PDP,2/5/2015 0:00,Male,55,Black,19133
,,,,,
State,5/11/2015 0:00,Male,63,Black,19124
,,,,,
PDP,10/28/2015 0:00,Male,57,Black,19171
,,,,,
PDP,3/16/2015 0:00,Male,55,Black,
,,,,,
PDP,2/16/2015 0:00,Male,56,White,19100
,,,,,
PDP,9/7/2015 0:00,Male,58,Black,19140
,,,,,
PDP,6/4/2015 0:00,Male,56,Black,
,,,,,
PDP,3/24/2015 0:00,Male,55,Black,19145
,,,,,
PDP,1/15/2015 0:00,Female,59,Black,19140
,,,,,
PDP,8/27/2015 0:00,Male,61,White,
,,,,,
PDP,1/17/2015 0:00,Male,54,Black,19131
,,,,,
PDP,5/4/2015 0:00,Male,56,Black,19140
,,,,,
PDP,5/17/2015 0:00,Male,57,Hispanic,19133
,,,,,
PDP,8/27/2015 0:00,Male,53,White,19134
,,,,,
State,12/24/2015 0:00,Male,56,Black,19119
,,,,,
PDP,4/23/2015 0:00,Male,57,Black,
,,,,,
PDP,3/17/2015 0:00,Male,54,Black,19104
,,,,,
PDP,3/15/2015 0:00,Male,63,White,19134
,,,,,
PDP,1/28/2015 0:00,Male,58,Hispanic,
,,,,,
State,7/29/2015 0:00,Male,56,Black,19129
,,,,,
PDP,12/23/2015 0:00,Male,56,Black,19144
,,,,,
PDP,5/19/2015 0:00,Male,59,Black,
,,,,,
PDP,4/22/2015 0:00,Female,72,White,19134
,,,,,
PDP,10/29/2015 0:00,Male,56,Black,19139
,,,,,
PDP,8/11/2015 0:00,Male,57,Black,19133
,,,,,
PDP,5/13/2015 0:00,Male,59,Black,19132
,,,,,
PDP,2/15/2015 0:00,Male,55,Black,19143
,,,,,
PDP,4/27/2015 0:00,Male,59,Black,
,,,,,
PDP,10/16/2015 0:00,Male,58,Black,
,,,,,
State,5/27/2015 0:00,Male,55,Black,19124
,,,,,
PDP,9/9/2015 0:00,Female,55,Black,19139
,,,,,
PDP,2/25/2015 0:00,Male,54,Black,19131
,,,,,
PDP,4/30/2015 0:00,Male,58,Black,19131
,,,,,
PDP,7/22/2015 0:00,Male,62,Black,
,,,,,
PDP,5/19/2015 0:00,Male,54,Black,19138
,,,,,
State,6/15/2015 0:00,Male,56,Black,19134
,,,,,
PDP,6/11/2015 0:00,Male,56,Black,19132
,,,,,
State,4/19/2015 0:00,Male,55,Black,19143
,,,,,
PDP,2/13/2015 0:00,Male,53,Hispanic,19134
,,,,,
PDP,8/26/2015 0:00,Female,57,Black,19151
,,,,,
State,8/6/2015 0:00,Male,56,Black,19145
,,,,,
PDP,2/17/2015 0:00,Male,55,Hispanic,19139
,,,,,
PDP,7/6/2015 0:00,Male,58,Black,19132
,,,,,
PDP,5/15/2015 0:00,Male,62,Black,19100
,,,,,
State,11/9/2015 0:00,Male,56,White,19111
,,,,,
PDP,2/7/2015 0:00,Male,56,White,
,,,,,
PDP,6/28/2015 0:00,Male,60,Black,19132
,,,,,
PDP,11/4/2015 0:00,Male,56,Black,
,,,,,
State,1/19/2015 0:00,Male,53,Black,19150
,,,,,
PDP,3/11/2015 0:00,Female,54,Black,19148
,,,,,
PDP,6/22/2015 0:00,Male,56,Black,19122
,,,,,
State,10/13/2015 0:00,Male,57,White,19111
,,,,,
PDP,6/26/2015 0:00,Male,55,Black,19152
,,,,,
PDP,2/26/2015 0:00,Male,62,White,19149
,,,,,
PDP,4/2/2015 0:00,Female,58,Black,19132
,,,,,
State,7/28/2015 0:00,Male,55,Black,19138
,,,,,
PDP,10/5/2015 0:00,Male,51,Hispanic,19133
,,,,,
PDP,1/21/2015 0:00,Male,55,Black,19121
,,,,,
PDP,12/19/2015 0:00,Male,60,Black,19144
,,,,,
PDP,11/9/2015 0:00,Male,56,Black,19142
,,,,,
State,8/24/2015 0:00,Male,57,Black,19124
,,,,,
State,10/5/2015 0:00,Male,56,White,19123
,,,,,
State,10/26/2015 0:00,Male,60,White,19136
,,,,,
PDP,2/4/2015 0:00,Male,55,Black,19143
,,,,,
PDP,2/11/2015 0:00,Male,55,Black,19120
,,,,,
PDP,1/3/2015 0:00,Male,55,White,19124
,,,,,
PDP,8/3/2015 0:00,Male,56,Black,19123
,,,,,
PDP,11/11/2015 0:00,Male,62,Black,
,,,,,
PDP,4/16/2015 0:00,Male,60,Hispanic,
,,,,,
PDP,1/16/2015 0:00,Male,56,Black,19132
,,,,,
PDP,11/4/2015 0:00,Male,57,Black,19143
,,,,,
PDP,5/21/2015 0:00,Male,54,Black,19136
,,,,,
PDP,5/6/2015 0:00,Male,62,Hispanic,19122
,,,,,
PDP,11/24/2015 0:00,Male,56,Black,19124
,,,,,
PDP,2/13/2015 0:00,Male,58,Black,19124
,,,,,
PDP,12/8/2015 0:00,Male,68,Black,
,,,,,
PDP,6/16/2015 0:00,Male,57,Black,
,,,,,
PDP,4/12/2015 0:00,Male,51,White,19107
,,,,,
PDP,3/7/2015 0:00,Male,55,Hispanic,
,,,,,
PDP,5/23/2015 0:00,Male,55,Black,
,,,,,
PDP,3/22/2015 0:00,Male,59,Black,19151
,,,,,
State,8/23/2015 0:00,Male,55,White,19134
,,,,,
PDP,12/17/2015 0:00,Male,56,Black,
,,,,,
PDP,6/24/2015 0:00,Male,59,Black,19140
,,,,,
PDP,6/19/2015 0:00,Male,55,Black,19140
,,,,,
PDP,10/20/2015 0:00,Male,56,Black,19124
,,,,,
PDP,3/21/2015 0:00,Male,56,Black,19104
,,,,,
PDP,8/26/2015 0:00,Male,55,Black,19124
,,,,,
PDP,1/12/2015 0:00,Male,59,White,19114
,,,,,
PDP,6/3/2015 0:00,Male,57,Black,19145
,,,,,
PDP,1/21/2015 0:00,Male,54,Black,
,,,,,
PDP,2/19/2015 0:00,Male,54,Black,19144
,,,,,
PDP,9/17/2015 0:00,Male,55,Black,
,,,,,
State,6/22/2015 0:00,Male,56,Black,19143
,,,,,
PDP,5/1/2015 0:00,Male,57,Black,19132
,,,,,
PDP,11/4/2015 0:00,Male,56,White,19147
,,,,,
PDP,12/2/2015 0:00,Male,55,Black,19142
,,,,,
PDP,9/25/2015 0:00,Male,67,Hispanic,
,,,,,
PDP,3/27/2015 0:00,Male,59,Black,19142
,,,,,
PDP,6/17/2015 0:00,Male,55,Black,19107
,,,,,
PDP,12/15/2015 0:00,Male,63,Black,19130
,,,,,
PDP,4/6/2015 0:00,Male,55,Black,
,,,,,
PDP,5/28/2015 0:00,Male,55,Black,
,,,,,
State,10/26/2015 0:00,Male,57,Black,19141
,,,,,
State,7/6/2015 0:00,Male,55,Black,19132
,,,,,
State,12/21/2015 0:00,Male,56,Black,19124
,,,,,
PDP,7/21/2015 0:00,Male,55,Black,19134
,,,,,
PDP,3/13/2015 0:00,Male,53,Black,19140
,,,,,
PDP,6/19/2015 0:00,Female,64,Black,19136
,,,,,
State,1/7/2015 0:00,Male,56,Black,19141
,,,,,
State,9/28/2015 0:00,Male,55,Black,19123
,,,,,
PDP,3/20/2015 0:00,Male,57,Black,
,,,,,
State,1/25/2015 0:00,Male,55,Black,19143
,,,,,
PDP,6/21/2015 0:00,Male,63,Black,19131
,,,,,
PDP,5/27/2015 0:00,Male,55,Black,19121
,,,,,
PDP,1/29/2015 0:00,Male,52,Black,19104
,,,,,
PDP,4/7/2015 0:00,Male,52,White,
,,,,,
PDP,1/21/2015 0:00,Male,66,Black,19139
,,,,,
PDP,5/22/2015 0:00,Male,55,Black,19100
,,,,,
State,3/16/2015 0:00,Male,53,Black,19150
,,,,,
State,1/18/2015 0:00,Male,59,White,19145
,,,,,
PDP,10/26/2015 0:00,Male,55,Black,19146
,,,,,
PDP,7/2/2015 0:00,Male,57,Black,
,,,,,
PDP,1/6/2015 0:00,Male,55,Black,19143
,,,,,
PDP,5/21/2015 0:00,Male,53,Black,
,,,,,
PDP,7/11/2015 0:00,Male,57,Black,19124
,,,,,
State,4/8/2015 0:00,Male,54,Black,19134
,,,,,
PDP,9/20/2015 0:00,Male,68,Black,19119
,,,,,
PDP,6/24/2015 0:00,Male,58,Black,19141
,,,,,
PDP,10/20/2015 0:00,Male,52,Black,19140
,,,,,
PDP,1/26/2015 0:00,Male,58,Hispanic,19133
,,,,,
PDP,4/29/2015 0:00,Male,53,Black,19143
,,,,,
PDP,3/28/2015 0:00,Male,54,Black,19121
,,,,,
PDP,11/9/2015 0:00,Male,56,Black,19104
,,,,,
PDP,11/23/2015 0:00,Male,57,Black,19139
,,,,,
PDP,7/16/2015 0:00,Male,54,Black,19120
,,,,,
PDP,6/24/2015 0:00,Male,53,Black,
,,,,,
PDP,11/10/2015 0:00,Male,55,Black,19123
,,,,,
PDP,11/10/2015 0:00,Male,55,Black,19104
,,,,,
PDP,2/4/2015 0:00,Male,55,Black,
,,,,,
State,4/14/2015 0:00,Male,54,Black,19140
,,,,,
PDP,11/18/2015 0:00,Male,55,Black,
,,,,,
PDP,4/29/2015 0:00,Male,56,White,19116
,,,,,
PDP,11/9/2015 0:00,Male,56,Black,19143
,,,,,
PDP,5/14/2015 0:00,Male,53,Black,19121
,,,,,
State,8/17/2015 0:00,Male,55,Black,19124
,,,,,
PDP,9/12/2015 0:00,Male,56,White,19134
,,,,,
PDP,8/27/2015 0:00,Male,57,Black,19146
,,,,,
PDP,8/14/2015 0:00,Male,55,Black,19140
,,,,,
PDP,3/27/2015 0:00,Female,54,Black,19139
,,,,,
State,3/16/2015 0:00,Male,52,Black,19136
,,,,,
PDP,1/12/2015 0:00,Female,57,Black,
,,,,,
State,1/26/2015 0:00,Male,52,Black,19129
,,,,,
PDP,2/11/2015 0:00,Male,54,Black,
,,,,,
PDP,2/26/2015 0:00,Male,53,Black,19124
,,,,,
State,6/1/2015 0:00,Male,55,Hispanic,19130
,,,,,
PDP,11/20/2015 0:00,Female,62,Black,19143
,,,,,
PDP,1/14/2015 0:00,Male,55,Black,
,,,,,
State,1/4/2015 0:00,Male,52,Black,19124
,,,,,
PDP,2/24/2015 0:00,Male,54,Black,19104
,,,,,
PDP,1/30/2015 0:00,Male,53,Black,19141
,,,,,
State,9/16/2015 0:00,Male,53,White,19123
,,,,,
PDP,10/15/2015 0:00,Female,58,Other,19144
,,,,,
PDP,1/7/2015 0:00,Male,54,White,19125
,,,,,
State,4/29/2015 0:00,Male,55,Black,19143
,,,,,
PDP,4/6/2015 0:00,Male,57,Black,19136
,,,,,
PDP,1/26/2015 0:00,Female,57,Black,
,,,,,
PDP,2/24/2015 0:00,Male,53,Black,19141
,,,,,
PDP,1/21/2015 0:00,Male,56,White,19134
,,,,,
State,1/26/2015 0:00,Male,52,Black,19129
,,,,,
PDP,4/2/2015 0:00,Male,51,Black,19132
,,,,,
PDP,5/10/2015 0:00,Male,55,White,19135
,,,,,
PDP,6/22/2015 0:00,Male,63,Black,19133
,,,,,
PDP,1/9/2015 0:00,Male,54,Black,19124
,,,,,
State,4/26/2015 0:00,Male,54,Black,19139
,,,,,
PDP,3/25/2015 0:00,Male,54,White,
,,,,,
PDP,1/6/2015 0:00,Male,52,Black,19140
,,,,,
PDP,2/13/2015 0:00,Male,52,Black,
,,,,,
PDP,6/9/2015 0:00,Male,52,Black,19143
,,,,,
PDP,7/13/2015 0:00,Male,55,White,19148
,,,,,
State,12/13/2015 0:00,Male,54,Black,19124
,,,,,
State,7/5/2015 0:00,Male,54,Black,19128
,,,,,
PDP,4/20/2015 0:00,Male,59,Hispanic,19140
,,,,,
PDP,10/12/2015 0:00,Male,54,Black,19149
,,,,,
PDP,7/28/2015 0:00,Male,55,Black,
,,,,,
PDP,3/18/2015 0:00,Male,54,White,
,,,,,
State,9/9/2015 0:00,Male,60,Hispanic,19130
,,,,,
PDP,6/12/2015 0:00,Male,58,Black,
,,,,,
PDP,3/20/2015 0:00,Male,56,Black,19126
,,,,,
State,3/23/2015 0:00,Male,52,Black,19104
,,,,,
PDP,9/15/2015 0:00,Male,55,Black,19143
,,,,,
State,5/31/2015 0:00,Male,53,Black,19147
,,,,,
PDP,12/11/2015 0:00,Male,61,Black,19139
,,,,,
PDP,10/30/2015 0:00,Male,54,Black,19133
,,,,,
PDP,7/30/2015 0:00,Male,52,Black,19134
,,,,,
State,5/12/2015 0:00,Male,57,Black,19123
,,,,,
PDP,9/6/2015 0:00,Male,58,Black,19140
,,,,,
PDP,2/12/2015 0:00,Male,61,Black,
,,,,,
PDP,2/19/2015 0:00,Male,54,White,19134
,,,,,
PDP,4/6/2015 0:00,Male,54,Black,19107
,,,,,
PDP,2/16/2015 0:00,Male,56,Black,
,,,,,
PDP,1/17/2015 0:00,Male,54,Black,19107
,,,,,
PDP,5/27/2015 0:00,Female,52,Black,19138
,,,,,
PDP,6/6/2015 0:00,Male,56,Black,19104
,,,,,
PDP,10/27/2015 0:00,Male,59,Black,19121
,,,,,
PDP,11/5/2015 0:00,Male,61,Black,
,,,,,
PDP,8/19/2015 0:00,Male,59,Hispanic,19124
,,,,,
State,3/23/2015 0:00,Male,54,Black,19141
,,,,,
PDP,1/9/2015 0:00,Female,52,Black,19123
,,,,,
State,9/8/2015 0:00,Male,52,Black,19134
,,,,,
PDP,6/9/2015 0:00,Male,54,Black,19121
,,,,,
PDP,7/10/2015 0:00,Male,56,White,19136
,,,,,
State,7/20/2015 0:00,Male,61,Black,19131
,,,,,
PDP,3/23/2015 0:00,Male,54,Black,19141
,,,,,
PDP,3/13/2015 0:00,Male,60,Black,19146
,,,,,
PDP,4/7/2015 0:00,Male,52,Black,19126
,,,,,
State,1/5/2015 0:00,Male,56,Black,19134
,,,,,
PDP,1/8/2015 0:00,Male,57,Black,19144
,,,,,
State,10/20/2015 0:00,Male,53,Black,19121
,,,,,
PDP,7/30/2015 0:00,Male,56,Black,
,,,,,
PDP,1/21/2015 0:00,Male,57,Black,
,,,,,
State,2/23/2015 0:00,Male,52,Black,19128
,,,,,
State,5/12/2015 0:00,Male,56,Black,19139
,,,,,
PDP,12/30/2015 0:00,Male,55,Black,19121
,,,,,
State,8/17/2015 0:00,Male,59,Black,19130
,,,,,
PDP,6/15/2015 0:00,Male,59,Black,
,,,,,
PDP,7/10/2015 0:00,Male,54,White,
,,,,,
State,4/16/2015 0:00,Female,56,Black,19133
,,,,,
PDP,12/16/2015 0:00,Male,56,Black,19146
,,,,,
State,1/14/2015 0:00,Male,55,Black,19138
,,,,,
PDP,4/28/2015 0:00,Female,57,Black,
,,,,,
State,8/10/2015 0:00,Male,54,Black,19130
,,,,,
PDP,12/7/2015 0:00,Male,58,Black,19100
,,,,,
PDP,1/12/2015 0:00,Male,52,Black,
,,,,,
PDP,3/2/2015 0:00,Female,53,White,19146
,,,,,
State,3/2/2015 0:00,Male,54,White,19154
,,,,,
PDP,12/8/2015 0:00,Male,57,Black,19119
,,,,,
PDP,10/9/2015 0:00,Female,54,White,19124
,,,,,
PDP,8/4/2015 0:00,Male,54,Black,19134
,,,,,
PDP,2/5/2015 0:00,Male,53,Black,19121
,,,,,
State,4/23/2015 0:00,Male,55,Black,19134
,,,,,
PDP,6/3/2015 0:00,Male,60,Black,19144
,,,,,
State,2/16/2015 0:00,Male,54,Black,19141
,,,,,
PDP,5/17/2015 0:00,Male,54,Black,19120
,,,,,
PDP,2/5/2015 0:00,Male,53,Black,19121
,,,,,
PDP,10/14/2015 0:00,Male,57,White,
,,,,,
PDP,2/6/2015 0:00,Male,58,Black,19146
,,,,,
PDP,7/1/2015 0:00,Male,53,White,19148
,,,,,
PDP,11/17/2015 0:00,Male,58,Black,19100
,,,,,
State,8/10/2015 0:00,Male,55,Black,19134
,,,,,
PDP,2/17/2015 0:00,Male,54,White,19134
,,,,,
State,7/19/2015 0:00,Male,54,White,19114
,,,,,
PDP,9/14/2015 0:00,Male,55,Black,19146
,,,,,
State,3/16/2015 0:00,Male,54,Black,19134
,,,,,
State,10/26/2015 0:00,Male,55,Black,19149
,,,,,
PDP,11/10/2015 0:00,Male,55,White,
,,,,,
PDP,2/4/2015 0:00,Male,54,White,19136
,,,,,
PDP,7/24/2015 0:00,Male,54,Black,19150
,,,,,
State,5/11/2015 0:00,Male,54,Black,19140
,,,,,
State,8/31/2015 0:00,Male,54,Black,19121
,,,,,
State,1/16/2015 0:00,Male,54,Black,19133
,,,,,
State,3/10/2015 0:00,Male,54,Black,19121
,,,,,
PDP,12/11/2015 0:00,Male,54,White,19145
,,,,,
State,9/24/2015 0:00,Male,55,Black,19132
,,,,,
PDP,2/2/2015 0:00,Male,56,Black,19132
,,,,,
State,9/24/2015 0:00,Male,56,White,19134
,,,,,
PDP,9/1/2015 0:00,Male,57,Black,
,,,,,
PDP,3/13/2015 0:00,Male,54,Black,19143
,,,,,
PDP,11/6/2015 0:00,Male,54,Black,
,,,,,
